tx_id,user_id,amount,currency,merchant,category,timestamp
85343787-57e3-4a2c-bd4c-4089f260cfad,fe74d1db-1bc1-430f-b74e-d2aec54385d8,1649.05,USD,Jenkins Group,salary,2025-08-03T09:13:13
5624cb83-9218-43cb-a7a7-327d4299dd79,d01fdbb0-1bd2-45f7-9ba0-2bf14961a5d7,1860.17,USD,"Mckinney, Sims and Baker",salary,2025-08-17T19:16:36
d5153179-15bd-414c-be03-e1cad72ebb8d,a10a6769-6810-4eda-a123-c04e46fe14cf,-36.11,USD,Mooney-Dunlap,salary,2025-08-17T04:34:40
65694035-793e-4798-a60a-7c16951f1646,0d634440-fb97-4c96-8709-e1bd44725c20,184.57,USD,Collier PLC,utilities,2025-08-18T22:51:53
240c48fc-ade0-415f-8f07-deeb2a140301,5c63c495-a740-4805-b442-2488a4c0fc33,1763.33,USD,Bennett Group,salary,2025-08-15T07:38:55
1b164761-420c-4c1a-967f-35a5b6e327e5,f72ecc5a-aa03-44ba-8bc6-5243f42097a7,1415.15,USD,"Robinson, Powell and Carr",salary,2025-08-13T03:34:55
1cdb229e-65d1-4e04-a3ee-410fe8f9bc4d,cc35c177-bf47-45e9-9f6c-f32197413705,540.86,USD,"Diaz, Brown and Crawford",groceries,2025-08-12T11:28:18
55c19acb-2b11-488b-a5b7-9d0763d51f18,59a59ff1-435d-43ee-87d8-868e96b5cb24,1238.9,USD,Long-Chavez,health,2025-08-09T20:47:38
a11f5b14-a010-48c9-a7da-345ce928cc1c,9fe349eb-0244-46a1-ab5e-c10b049a819a,1738.4,USD,"Rivera, Nguyen and Harmon",transport,2025-08-07T02:10:44
21a2f53e-dd8f-40e3-857a-eed73a7d7b32,d01fdbb0-1bd2-45f7-9ba0-2bf14961a5d7,219.94,USD,"Miller, Jones and Williams",entertainment,2025-08-18T13:32:26
90283ed7-739c-4dcf-a44b-0a3c08a234b8,233a8b81-1ced-4cfd-8cab-dedd86cb56d8,812.45,USD,Anderson PLC,utilities,2025-08-02T05:40:38
c1ee6bba-4877-4bcf-8c83-7c096efbe334,7f3df65e-6e30-4fd2-858b-b6e3da299f93,730.87,USD,Gordon Group,salary,2025-08-12T08:31:19
dbf91de4-114a-42bc-b909-752ed948b69e,d5ed275f-ff69-451f-8356-4a968c89f5c7,1206.99,USD,Rivera and Sons,groceries,2025-08-20T05:31:22
c377913d-ec72-4b02-94f2-bb7032bbe1b5,ae392da2-3512-491c-a4a0-0a9744f2447d,760.27,USD,Rocha Group,salary,2025-08-09T20:45:51
dcc20cc8-58cf-459e-9b96-e2b15e52f9d5,a0cf1a08-b6b8-4520-bffb-fa11ee0b2b2c,1188.5,USD,Smith-Jones,salary,2025-08-24T04:16:30
a83f88f6-8aa6-4c9a-97b2-a7e170b9fb62,2d300b27-7da2-4d1d-b4aa-6c08f1479f98,1820.34,USD,Mclaughlin-Stewart,health,2025-08-23T04:31:09
1b016a32-6669-4722-87ee-632cceab4891,d5ed275f-ff69-451f-8356-4a968c89f5c7,436.62,USD,Morris-Goodman,rent,2025-08-12T20:10:56
50c6e27b-e535-4a74-9012-ada96c68bf3a,ae392da2-3512-491c-a4a0-0a9744f2447d,846.76,USD,"Burnett, Christian and Hernandez",salary,2025-08-09T18:54:20
34e57132-5e58-4b6e-8ef2-6d993ab5d55a,8990d8f3-6639-4de0-a0ea-b35e8dfd2bd7,1701.17,USD,Nelson Group,entertainment,2025-08-18T19:01:26
772ca87e-86e1-4c67-b0f8-2187c6c56b1b,376a9a5a-f538-4103-927b-c2513767065b,-67.75,USD,Robinson and Sons,health,2025-08-10T07:57:50
7c21f3e9-5c2e-4ddc-8b4a-bfc699fcbf35,80be3feb-dbe3-4dd9-8d75-c6557be7a04b,1569.17,USD,Monroe-Shelton,entertainment,2025-08-22T13:44:24
d1d2f1a1-6704-4fb2-953a-c03f031fbc11,0d634440-fb97-4c96-8709-e1bd44725c20,1548.4,USD,"Anderson, Solis and Hartman",utilities,2025-08-19T14:32:50
7cb87e47-5d7e-439b-8c3c-b13379e12d51,73156a99-0262-46b3-9b2c-363f6e40f6fd,1259.97,USD,Gonzalez PLC,transport,2025-08-07T12:30:58
5a51c016-4aca-4259-9bc3-064c39595ec8,e678d8c3-73de-46fe-be5d-b913a71e76a5,1325.02,USD,Williams-Bennett,health,2025-08-20T01:50:39
4a0b4cac-e945-4680-8119-ebeb9793e702,787ff9da-1903-469a-a06e-3f528b11ae11,1332.47,USD,Day-Li,utilities,2025-08-24T02:24:10
d042b9c4-15ab-44ef-9c91-0137214daa56,50e54a38-794b-412f-a459-7de29ce1bb36,1920.97,USD,Jensen-Watson,health,2025-08-15T12:32:50
9923cf32-0e4d-40fc-86e4-4e56514dd7eb,39d7bdb3-e80a-46db-870a-d46f41665a0f,1250.12,USD,Young-Thomas,utilities,2025-08-20T09:44:01
8adbf825-848e-4623-91d3-1579409fd0dd,cb40f9cc-88b7-410a-b722-cb802399956f,663.72,USD,Blair Group,salary,2025-08-13T10:41:08
7ce7b760-8d3f-4b76-a0ef-4134ddb01644,b8af8b11-289a-4ed9-8f6f-d00b112754c9,1794.22,USD,Carter-Acosta,groceries,2025-08-12T23:15:31
ac2580ec-8ae3-43c7-b607-7a4817fecff9,c80286a0-f5c5-4b00-a639-73caae1e53e9,592.36,USD,Foster Group,utilities,2025-08-04T08:37:16
dcaec432-cbcb-44fd-9951-f951df66ff27,2d6001ff-96a2-4274-853c-6e674e2793d4,1092.55,USD,King-Green,transport,2025-08-22T16:46:57
a168fb4f-6a8f-4396-b1e5-04b0fcea07cb,7f3df65e-6e30-4fd2-858b-b6e3da299f93,1705.09,USD,Saunders Inc,transport,2025-08-28T12:50:35
612f26ca-3d4a-4fe0-a157-584fd84e02ad,91fae1e6-fb78-4b79-a65d-888b93a82a4f,484.53,USD,Gonzalez-Carter,entertainment,2025-08-14T14:40:46
8d2f2b66-4bdd-41c9-b097-7dd04398de19,39d7bdb3-e80a-46db-870a-d46f41665a0f,1142.29,USD,Carr and Sons,utilities,2025-08-21T08:24:15
d01d29ad-ff20-480a-b42e-16bfa42db85e,2d300b27-7da2-4d1d-b4aa-6c08f1479f98,937.22,USD,"Sharp, Lewis and Jackson",rent,2025-08-09T04:48:21
e87f8c39-f7eb-4b18-9826-fc4169feeaa5,000e63dd-2d67-45a8-b70c-1ed2d4e55b0d,594.17,USD,Steele PLC,groceries,2025-08-03T04:10:12
62d826cd-ee2a-48a8-9a6d-7547308de285,dc30ed08-5b25-4bba-83f0-171a73b8e859,362.77,USD,Robertson-Hatfield,health,2025-08-02T19:21:40
b52edd45-490a-4a75-93fb-09b7d79c8359,66998ff4-70fe-430e-ab22-a556f54770b4,1114.23,USD,"Wright, Dunlap and Boyer",salary,2025-08-18T06:40:30
b591ae17-1551-44e9-a714-7c690becd45d,cc35c177-bf47-45e9-9f6c-f32197413705,311.55,USD,"Cain, Gates and Williams",transport,2025-08-28T02:00:58
733fbc91-9b92-4726-8d4b-ea26c15de088,50e54a38-794b-412f-a459-7de29ce1bb36,1859.74,USD,Kennedy-Hull,salary,2025-08-13T10:02:22
68156f31-61d7-44af-9a61-e71a8d83988d,0d634440-fb97-4c96-8709-e1bd44725c20,1914.0,USD,"Anthony, Vargas and Johnson",groceries,2025-08-21T17:11:28
650cbde8-01a3-481a-845c-68c45a6f10c9,f72ecc5a-aa03-44ba-8bc6-5243f42097a7,-124.56,USD,Heath PLC,salary,2025-08-17T00:04:54
4ac313bd-657e-46eb-b32b-05a51cecb47b,9fe349eb-0244-46a1-ab5e-c10b049a819a,180.81,USD,Mcdonald-Roach,health,2025-08-11T19:25:41
f1a54244-920d-44b9-b2aa-45a531bb829f,f72ecc5a-aa03-44ba-8bc6-5243f42097a7,-128.59,USD,Nguyen Group,rent,2025-08-10T19:27:48
2f9eaf20-1626-420c-88d1-fcc5f9095cc1,233a8b81-1ced-4cfd-8cab-dedd86cb56d8,887.41,USD,Henderson Group,health,2025-08-23T05:20:31
e97caf56-f9c9-43c0-9a39-256b189fb43d,8990d8f3-6639-4de0-a0ea-b35e8dfd2bd7,362.09,USD,Taylor PLC,utilities,2025-08-10T14:30:26
49709523-f701-460d-9748-f062c2e8f5c3,59a59ff1-435d-43ee-87d8-868e96b5cb24,1734.56,USD,"Rivera, Watson and Conner",rent,2025-08-12T22:34:15
6f5e254b-e5b5-4f3d-97cd-cdd40b9f25a9,91fae1e6-fb78-4b79-a65d-888b93a82a4f,1568.42,USD,Hansen-Turner,transport,2025-08-08T17:41:08
a03ee79b-0d4d-4d42-889e-02fae91e1d54,7f3df65e-6e30-4fd2-858b-b6e3da299f93,956.33,USD,"West, Gonzalez and Scott",utilities,2025-08-25T23:01:48
cb534f98-83b7-463c-80d7-79beba34620e,5c63c495-a740-4805-b442-2488a4c0fc33,1957.15,USD,"King, Johnson and Larson",groceries,2025-08-10T23:47:11
b6e273b1-fed9-4870-9850-8208257c059e,6af9782e-ed76-4028-b140-aadcf90a7c83,843.64,USD,Bright and Sons,utilities,2025-08-12T15:06:02
5ccfa923-4936-43cc-b253-6b4926355b6b,ae392da2-3512-491c-a4a0-0a9744f2447d,-59.59,USD,"Lee, Ford and Mcdonald",health,2025-08-05T12:23:50
6c8a5406-be24-406a-ad8f-38700fd9b404,0f1e58d9-7e55-475f-9e60-e140081aad9c,305.16,USD,"Jacobs, Chavez and Brown",groceries,2025-08-01T07:18:39
ab05c409-1681-419a-a202-84c8b6a094a1,9fe349eb-0244-46a1-ab5e-c10b049a819a,1164.78,USD,Ramirez Inc,rent,2025-08-16T01:53:18
f220f654-45f3-48ab-b2a8-eaec08a0140f,9fe349eb-0244-46a1-ab5e-c10b049a819a,1001.81,USD,Carter-Gray,transport,2025-08-07T05:27:39
cb25c9d0-ce83-4808-884a-8afe8a202247,ffa87ad5-7fc6-4573-a672-d1e3856e750c,236.45,USD,Chambers-Johnson,transport,2025-08-23T00:14:10
7a7914ea-9e4f-49c1-aff8-4bc3e7a734b5,5b1c01a7-763b-4dbb-83c7-ee465c58ccd8,1041.52,USD,Malone-Wilson,groceries,2025-08-06T14:08:55
6926a6b7-fbed-431b-a050-6c7828aa5514,35a3f489-e8a0-46fd-ba75-0aa44a6b420e,1959.19,USD,Moreno-Myers,transport,2025-08-13T05:24:21
b66615b4-161f-47a9-8af0-eadb70cc8fba,91fae1e6-fb78-4b79-a65d-888b93a82a4f,1545.98,USD,Gentry Ltd,rent,2025-08-11T08:35:36
51d68a2b-6683-4887-9275-cc01b147858c,50e54a38-794b-412f-a459-7de29ce1bb36,1360.93,USD,"Smith, Skinner and Rivera",salary,2025-08-28T06:13:27
a1667d25-1fd4-4f98-a95d-5fc26949a545,b1db65c1-46f8-40d4-af8b-61a4fcc3b5a2,578.51,USD,Williams LLC,rent,2025-08-05T03:51:26
b03d4e90-508b-48f7-b991-43b0834cc195,35a3f489-e8a0-46fd-ba75-0aa44a6b420e,1137.01,USD,Mendoza-Clarke,health,2025-08-08T13:57:44
da0a2cad-4d51-478e-8431-1623ee5fdd5a,8990d8f3-6639-4de0-a0ea-b35e8dfd2bd7,171.49,USD,Jackson and Sons,salary,2025-08-20T01:41:31
e9b49164-a722-42f0-9c6c-05ee287f55f4,e678d8c3-73de-46fe-be5d-b913a71e76a5,1105.38,USD,"Carter, Lopez and Davis",health,2025-08-20T17:17:23
2284645b-7c12-47fa-9c9f-66a918b59a35,233a8b81-1ced-4cfd-8cab-dedd86cb56d8,1567.24,USD,Russo-Johnson,salary,2025-08-14T13:30:15
811f0649-35dc-4ed4-9a5e-6a785fe906bb,e79c2204-8369-4c70-a22d-71a8a6063a02,14.79,USD,Whitney-Bowman,health,2025-08-12T06:41:28
cd937df3-40d7-4c28-b54e-ed6dd36b63d5,31439f99-038c-49e7-8b7c-3eb731a3b395,1259.42,USD,"King, Peters and Hernandez",groceries,2025-08-10T19:38:25
44be53c7-93fc-4a94-8d49-73f7bb11abc2,b8af8b11-289a-4ed9-8f6f-d00b112754c9,149.96,USD,"Gutierrez, Smith and Hamilton",rent,2025-08-06T21:27:29
ca0a2b7c-2766-4da0-83b6-2bbfd00d11d8,67013fee-9adb-495c-9eb8-a9dc716e70e2,1972.92,USD,Burke LLC,groceries,2025-08-10T01:50:23
f1de325f-ffaf-435c-9731-74dc35a88046,b8af8b11-289a-4ed9-8f6f-d00b112754c9,946.29,USD,"Gomez, Gregory and Evans",rent,2025-08-12T09:21:57
8ad67024-f026-4fb7-927d-7cb630a5965a,376a9a5a-f538-4103-927b-c2513767065b,352.56,USD,"Benjamin, Anthony and Ball",salary,2025-08-22T09:07:46
e39883bd-7388-4c4a-adb0-82590b21dbd6,dc30ed08-5b25-4bba-83f0-171a73b8e859,1717.77,USD,Davis LLC,health,2025-08-23T10:48:27
06ead3dc-ef74-491b-a013-6db31e303ba3,5c63c495-a740-4805-b442-2488a4c0fc33,1352.74,USD,"Johnson, Robinson and Beard",rent,2025-08-14T13:40:07
9402beb1-451c-4235-9690-6b3185296abc,35a3f489-e8a0-46fd-ba75-0aa44a6b420e,359.04,USD,Martinez Group,entertainment,2025-08-08T21:38:46
3d0bc84f-bb5c-4063-93c9-dd551da3fc6e,59a59ff1-435d-43ee-87d8-868e96b5cb24,440.85,USD,Williams-Wood,transport,2025-08-27T10:27:55
7593d87e-5556-489e-b8d2-379524ad00e7,fe74d1db-1bc1-430f-b74e-d2aec54385d8,6.98,USD,"Morales, Mcdonald and Carpenter",entertainment,2025-08-26T00:11:28
4719c1dc-4630-4471-8c7e-f84475326c4e,a10a6769-6810-4eda-a123-c04e46fe14cf,461.02,USD,"Williams, Cordova and Chen",transport,2025-08-19T00:23:47
d415696c-4359-42c8-9e96-8037121e35b5,73156a99-0262-46b3-9b2c-363f6e40f6fd,1748.41,USD,Parker-Rojas,rent,2025-08-13T14:27:04
613cd82f-830e-4ad2-9ff9-650bf17ac558,73156a99-0262-46b3-9b2c-363f6e40f6fd,1631.13,USD,Gray-Knapp,groceries,2025-08-06T01:17:20
567d992a-4065-4e11-8cfa-683d2dd54903,7f3df65e-6e30-4fd2-858b-b6e3da299f93,1869.6,USD,"David, Howard and Lopez",salary,2025-08-27T11:56:15
6d3cde98-bab0-48ca-9857-4f90fccc3751,9fe349eb-0244-46a1-ab5e-c10b049a819a,1717.83,USD,Martinez Ltd,utilities,2025-08-24T15:35:35
4d24b9e2-45d0-46dd-a922-708e7347be5f,5823ed3c-0820-4f4d-a589-03ef0add963d,1016.34,USD,Costa-Miller,groceries,2025-08-28T05:42:03
abda827b-6bf4-42e5-8803-fc11b2a73d15,39d7bdb3-e80a-46db-870a-d46f41665a0f,594.59,USD,Byrd Ltd,salary,2025-08-28T01:15:25
0f751a4c-5524-447a-9b78-6ffa3c76470d,7f61b392-af69-4f70-96d0-77602076aea7,1526.54,USD,Thomas and Sons,utilities,2025-08-22T20:35:09
8ae00727-0a6f-4510-9fd9-85ba2925c5b9,376a9a5a-f538-4103-927b-c2513767065b,1731.64,USD,Jones LLC,transport,2025-08-08T07:37:23
f620597d-ef12-4f40-8100-b9bc8d39cd7a,000e63dd-2d67-45a8-b70c-1ed2d4e55b0d,1691.97,USD,"Gregory, Wagner and Bonilla",salary,2025-08-05T01:30:18
8be7e48f-9749-4ee1-a437-438cfe6484b1,5c63c495-a740-4805-b442-2488a4c0fc33,1041.93,USD,Baldwin-Evans,groceries,2025-08-05T14:46:50
1b0f187c-64ba-42a7-9416-ef40e8e06713,80be3feb-dbe3-4dd9-8d75-c6557be7a04b,958.96,USD,"Chapman, Cochran and Torres",health,2025-08-02T16:36:00
aa429b3c-c8ac-4102-9d45-d38ac06c9b59,2d6001ff-96a2-4274-853c-6e674e2793d4,1939.56,USD,"Smith, Jordan and Brooks",groceries,2025-08-10T14:58:27
a82cc015-78e8-4576-ad1f-a207f94088db,b81c531a-504a-4a60-b966-7965bd5663a2,1559.89,USD,Rodriguez-Barker,groceries,2025-08-18T10:28:41
07fe1620-ff66-4b07-9c08-88b3f3f9a780,d01fdbb0-1bd2-45f7-9ba0-2bf14961a5d7,1698.24,USD,"Rodgers, Moody and Sweeney",groceries,2025-08-18T02:50:55
87d82bf5-9dd4-4932-8ab9-f5b9ac152927,787ff9da-1903-469a-a06e-3f528b11ae11,366.7,USD,Mata-Williams,groceries,2025-08-13T03:50:40
1be0365a-a4d6-4506-8b10-76c6e5b41763,50e54a38-794b-412f-a459-7de29ce1bb36,1836.32,USD,Shannon-Sanchez,rent,2025-08-03T01:11:40
d60278ac-a7dd-40f2-97ca-7424e00273c3,50e54a38-794b-412f-a459-7de29ce1bb36,-141.0,USD,Robinson-Nelson,rent,2025-08-06T18:12:36
8e248637-ef1e-4d89-943d-76e3474a9d56,5823ed3c-0820-4f4d-a589-03ef0add963d,1739.66,USD,Bauer Group,entertainment,2025-08-18T14:36:46
0ca01ed7-171c-4a1b-ba70-b3acb8df53ec,d01fdbb0-1bd2-45f7-9ba0-2bf14961a5d7,64.02,USD,Woods-Bradley,transport,2025-08-03T20:07:10
de6872bd-e3c7-404c-8589-024ee13b2121,b3bd38e1-543c-45c1-b008-c2c4ca1f5e15,1796.58,USD,Bruce-Butler,utilities,2025-08-15T03:30:45
800644fd-d662-4341-b1f2-a93676d1d757,b1db65c1-46f8-40d4-af8b-61a4fcc3b5a2,53.82,USD,"Johnson, Nelson and Barnes",groceries,2025-08-02T16:51:05
68881bd6-0553-424c-8ada-9d34f624d7ab,b1db65c1-46f8-40d4-af8b-61a4fcc3b5a2,1345.61,USD,Aguirre Group,salary,2025-08-20T04:03:31
f45901bf-017f-49c2-b37a-78f86b8eca15,cb40f9cc-88b7-410a-b722-cb802399956f,-190.59,USD,Smith-Gonzalez,utilities,2025-08-17T15:24:23
524eff36-a05d-4248-872f-2d754a654618,d5ed275f-ff69-451f-8356-4a968c89f5c7,1452.27,USD,Alvarado Ltd,groceries,2025-08-02T13:13:07
1ba1955f-1efc-4ad1-9a8c-4f5b4231a4fc,ffa87ad5-7fc6-4573-a672-d1e3856e750c,1433.93,USD,Williams PLC,entertainment,2025-08-28T00:47:37
047c0b9f-f4b8-4a74-8052-f6e42f41e5c5,d01fdbb0-1bd2-45f7-9ba0-2bf14961a5d7,1544.18,USD,Garcia and Sons,transport,2025-08-25T22:38:04
8f53156f-3724-4e02-a2e2-cc4d3eeb2329,2d6001ff-96a2-4274-853c-6e674e2793d4,233.08,USD,Olson Inc,salary,2025-08-05T02:29:45
f29e986e-2f33-470e-a0a8-ce1d88db36bf,b3bd38e1-543c-45c1-b008-c2c4ca1f5e15,1708.3,USD,"Blackwell, Potter and Lee",transport,2025-08-22T01:41:29
3ea9d299-ce97-42a5-b9d8-101e07512aea,b8af8b11-289a-4ed9-8f6f-d00b112754c9,1164.37,USD,Horton Group,groceries,2025-08-08T05:55:21
f7ec9387-e502-4dcb-8e0c-44eed466019b,59a59ff1-435d-43ee-87d8-868e96b5cb24,1416.2,USD,"King, Frazier and Stewart",salary,2025-08-07T13:20:29
f2a0c491-f780-4577-b12a-e9fa6d53357a,cb40f9cc-88b7-410a-b722-cb802399956f,208.21,USD,Ochoa and Sons,salary,2025-08-13T23:33:12
a53d8665-7de2-4290-814f-34384dbfd79f,39d7bdb3-e80a-46db-870a-d46f41665a0f,313.43,USD,Douglas Group,utilities,2025-08-12T23:31:51
ef2223ad-6e78-47c1-ada3-00dde5e5f169,73156a99-0262-46b3-9b2c-363f6e40f6fd,4.97,USD,Young-Poole,salary,2025-08-01T15:31:56
e0b699a4-6a8c-4b78-becd-254daff8034b,7f3df65e-6e30-4fd2-858b-b6e3da299f93,693.95,USD,Lee-Raymond,transport,2025-08-03T21:59:19
b4427490-2bec-461c-aa27-85aaf1e07a0b,376a9a5a-f538-4103-927b-c2513767065b,912.26,USD,White-Small,utilities,2025-08-04T09:22:42
8fe6a81c-7162-4e50-8342-4248a27853af,35a3f489-e8a0-46fd-ba75-0aa44a6b420e,945.98,USD,Clark-Gutierrez,groceries,2025-08-11T09:25:53
